time,conc,BC637,Abs637,scat450,scat525,scat635,Angstrom,SSA637,total_conc_smps,total_volume,mean_diameter
2017-12-28 21:30:00, 13945.861, 1.345, 8.876, 77.853, 63.199, 63.257, 0.590, 0.878, NaN, NaN, NaN
2017-12-28 22:00:00, 15816.437, 1.463, 9.655, 63.197, 51.458, 50.870, 0.617, 0.836, NaN, NaN, NaN
2017-12-28 22:30:00, 13739.909, 1.076, 7.102, 52.482, 42.192, 39.279, 0.825, 0.843, NaN, NaN, NaN
2017-12-28 23:00:00, 11228.914, 0.955, 6.304, 41.633, 34.992, 36.600, 0.344, 0.851, NaN, NaN, NaN
2017-12-28 23:30:00, 10758.883, 0.792, 5.231, 37.216, 30.267, 29.165, 0.694, 0.846, NaN, NaN, NaN
2017-12-29 00:00:00, 10334.422, 0.509, 3.356, 27.790, 23.260, 23.632, 0.450, 0.863, NaN, NaN, NaN
2017-12-29 00:30:00, 11352.538, 0.939, 6.200, 28.226, 23.829, 25.406, 0.263, 0.802, NaN, NaN, NaN
2017-12-29 01:00:00, 11356.755, 0.574, 3.785, 32.377, 26.423, 24.613, 0.771, 0.861, NaN, NaN, NaN
2017-12-29 01:30:00, 10305.570, 0.516, 3.407, 28.743, 23.912, 23.118, 0.615, 0.875, NaN, NaN, NaN
2017-12-29 02:00:00, 8037.640, 0.722, 4.763, 26.882, 22.459, 21.582, 0.622, 0.821, NaN, NaN, NaN
2017-12-29 02:30:00, 5853.171, 0.335, 2.210, 18.172, 15.081, 12.443, 1.097, 0.704, NaN, NaN, NaN
2017-12-29 03:00:00, 4683.954, 0.217, 1.431, 16.473, 13.587, 10.797, 1.226, 0.682, NaN, NaN, NaN
2017-12-29 03:30:00, 4338.681, 0.451, 2.974, 15.606, 12.902, 9.950, 1.309, 0.704, NaN, NaN, NaN
2017-12-29 04:00:00, 4579.916, 0.223, 1.468, 17.309, 13.587, 10.240, 1.512, 0.773, NaN, NaN, NaN
2017-12-29 04:30:00, 4246.335, 0.217, 1.433, 22.837, 17.926, 14.692, 1.272, 0.786, NaN, NaN, NaN
2017-12-29 05:00:00, 3837.755, 0.382, 2.520, 22.614, 17.774, 14.036, 1.379, 0.857, NaN, NaN, NaN
2017-12-29 05:30:00, 4422.812, 0.475, 3.136, 23.660, 18.001, 14.317, 1.448, 0.750, NaN, NaN, NaN
2017-12-29 06:00:00, 3893.196, 0.391, 2.577, 26.078, 20.489, 16.635, 1.298, 0.850, NaN, NaN, NaN
2017-12-29 06:30:00, 3317.626, 0.243, 1.600, 26.749, 21.160, 17.147, 1.284, 0.767, NaN, NaN, NaN
2017-12-29 07:00:00, 3733.102, 0.312, 2.059, 27.202, 21.408, 17.488, 1.274, 0.749, NaN, NaN, NaN
2017-12-29 07:30:00, 7720.947, 0.513, 3.388, 41.519, 32.175, 28.024, 1.105, 0.868, NaN, NaN, NaN
2017-12-29 08:00:00, 3159.771, 0.064, 0.422, 11.823, 9.986, 7.762, 1.227, 0.584, NaN, NaN, NaN
2017-12-29 08:30:00, 2583.432, 0.004, 0.025, 10.666, 8.998, 6.619, 1.396, 0.542, NaN, NaN, NaN
2017-12-29 09:00:00, 3460.692, 0.178, 1.174, 10.323, 8.685, 6.168, 1.508, 0.665, NaN, NaN, NaN
2017-12-29 09:30:00, 6790.176, 0.270, 1.782, 10.615, 8.481, 5.848, 1.736, 0.649, NaN, NaN, NaN
2017-12-29 10:00:00, 14081.496, 0.448, 2.959, 15.850, 13.763, 11.086, 1.156, 0.707, NaN, NaN, NaN
2017-12-29 10:30:00, 9437.310, 0.256, 1.692, 14.670, 13.301, 11.017, 0.947, 0.647, NaN, NaN, NaN
2017-12-29 11:00:00, 5185.407, 0.090, 0.593, 9.267, 7.429, 4.919, 1.857, 0.452, NaN, NaN, NaN
2017-12-29 11:30:00, 4491.512, 0.259, 1.708, 7.997, 6.399, 3.683, 2.278, 0.403, NaN, NaN, NaN
2017-12-29 12:00:00, 4150.817, 0.121, 0.799, 7.871, 6.348, 3.422, 2.451, 0.474, NaN, NaN, NaN
2017-12-29 12:30:00, 4693.001, 0.262, 1.730, 10.380, 7.422, 3.697, 3.018, 0.628, NaN, NaN, NaN
2017-12-29 13:00:00, 4959.328, 0.341, 2.247, 14.589, 11.429, 7.367, 1.997, 0.652, NaN, NaN, NaN
2017-12-29 13:30:00, 5350.012, 0.465, 3.069, 14.807, 11.417, 7.730, 1.894, 0.746, NaN, NaN, NaN
2017-12-29 14:00:00, 6736.516, 0.464, 3.062, 15.312, 11.741, 7.775, 1.971, 0.734, NaN, NaN, NaN
2017-12-29 14:30:00, 8610.649, 0.290, 1.912, 20.214, 15.532, 11.746, 1.575, 0.834, NaN, NaN, NaN
2017-12-29 15:00:00, 9750.543, 0.056, 0.372, 21.345, 16.473, 12.998, 1.433, 0.811, NaN, NaN, NaN
2017-12-29 15:30:00, 9511.136, 0.527, 3.479, 21.884, 16.912, 13.451, 1.405, 0.774, NaN, NaN, NaN
2017-12-29 16:00:00, 8168.013, 0.613, 4.044, 27.550, 21.234, 16.824, 1.424, 0.812, NaN, NaN, NaN
2017-12-29 16:30:00, 8072.782, 0.404, 2.668, 29.285, 22.600, 17.685, 1.458, 0.878, NaN, NaN, NaN
2017-12-29 17:00:00, 8942.271, 0.257, 1.693, 28.999, 21.888, 17.470, 1.461, 0.836, NaN, NaN, NaN
2017-12-29 17:30:00, 10228.744, 0.444, 2.927, 31.780, 23.901, 18.711, 1.529, 0.866, NaN, NaN, NaN
2017-12-29 18:00:00, 10547.081, 0.526, 3.470, 30.946, 23.539, 18.693, 1.454, 0.821, NaN, NaN, NaN
2017-12-29 18:30:00, 11363.290, 0.436, 2.877, 30.235, 23.133, 18.180, 1.469, 0.823, NaN, NaN, NaN
2017-12-29 19:00:00, 13175.525, 0.358, 2.363, 29.992, 22.919, 18.160, 1.448, 0.836, NaN, NaN, NaN
2017-12-29 19:30:00, 15331.549, 0.287, 1.892, 31.390, 23.764, 19.181, 1.420, 0.855, NaN, NaN, NaN
2017-12-29 20:00:00, 14719.007, 0.521, 3.438, 34.172, 26.545, 22.278, 1.230, 0.856, NaN, NaN, NaN
2017-12-29 20:30:00, 13745.988, 0.597, 3.940, 34.555, 26.828, 22.690, 1.208, 0.852, NaN, NaN, NaN
2017-12-29 21:00:00, 12948.252, 0.374, 2.466, 35.169, 27.599, 23.087, 1.211, 0.800, NaN, NaN, NaN
2017-12-29 21:30:00, 11957.736, 0.270, 1.781, 35.434, 27.558, 23.249, 1.211, 0.790, NaN, NaN, NaN
2017-12-29 22:00:00, 11802.888, 0.419, 2.768, 37.559, 29.237, 25.858, 1.067, 0.770, NaN, NaN, NaN
2017-12-29 22:30:00, 9826.184, 0.544, 3.593, 37.452, 29.107, 25.420, 1.109, 0.861, NaN, NaN, NaN
2017-12-29 23:00:00, 7587.768, 0.430, 2.839, 46.911, 37.789, 35.646, 0.797, 0.865, NaN, NaN, NaN
2017-12-29 23:30:00, 7141.204, 0.360, 2.378, 39.294, 30.794, 27.516, 1.018, 0.849, NaN, NaN, NaN
2017-12-30 00:00:00, 6403.115, 0.341, 2.254, 29.552, 23.467, 21.599, 0.887, 0.846, NaN, NaN, NaN
2017-12-30 00:30:00, 5577.513, 0.345, 2.279, 30.682, 22.513, 22.649, 0.846, 0.763, NaN, NaN, NaN
2017-12-30 01:00:00, 12619.810, 0.981, 6.472, 24.992, 19.872, 17.250, 1.071, 0.725, NaN, NaN, NaN
2017-12-30 01:30:00, 22986.943, 1.459, 9.626, 14.989, 13.167, 11.474, 0.780, 0.565, NaN, NaN, NaN
2017-12-30 02:00:00, 4265.403, 1.180, 7.791, 13.618, 12.206, 10.793, 0.676, 0.604, NaN, NaN, NaN
2017-12-30 02:30:00, 2059.976, 1.179, 7.780, 12.614, 10.692, 6.733, 1.850, 0.298, NaN, NaN, NaN
2017-12-30 03:00:00, 3240.518, -0.094, -0.623, 13.263, 10.762, 7.458, 1.680, 0.625, NaN, NaN, NaN
2017-12-30 03:30:00, 7215.131, 0.537, 3.547, 25.565, 22.351, 20.000, 0.680, 0.624, NaN, NaN, NaN
2017-12-30 04:00:00, 4424.930, 0.809, 5.340, 24.012, 20.279, 19.260, 0.691, 0.728, NaN, NaN, NaN
2017-12-30 04:30:00, 2302.417, 2.114, 13.952, 12.309, 10.686, 8.212, 1.194, 0.383, NaN, NaN, NaN
2017-12-30 05:00:00, 2153.020, 0.122, 0.802, 10.526, 9.117, 6.551, 1.391, 0.553, NaN, NaN, NaN
2017-12-30 05:30:00, 2082.498, 0.191, 1.257, 10.720, 9.274, 6.811, 1.330, 0.531, NaN, NaN, NaN
2017-12-30 06:00:00, 2116.838, 0.266, 1.756, 10.765, 9.275, 6.786, 1.352, 0.432, NaN, NaN, NaN
2017-12-30 06:30:00, 3090.734, 0.446, 2.945, 10.644, 9.035, 6.405, 1.488, 0.383, NaN, NaN, NaN
2017-12-30 07:00:00, 4386.829, 0.212, 1.400, 22.150, 16.367, 12.345, 1.865, 0.777, NaN, NaN, NaN
2017-12-30 07:30:00, 5496.385, 0.099, 0.651, 29.067, 22.326, 18.934, 1.230, 0.773, NaN, NaN, NaN
2017-12-30 08:00:00, 3835.508, 0.420, 2.771, 24.089, 18.341, 14.185, 1.553, 0.678, NaN, NaN, NaN
2017-12-30 08:30:00, 4362.496, 0.097, 0.640, 23.620, 16.789, 12.602, 1.805, 0.668, NaN, NaN, NaN
2017-12-30 09:00:00, 4888.829, 1.352, 8.923, 26.352, 21.064, 18.071, 1.189, 0.418, NaN, NaN, NaN
2017-12-30 09:30:00, 4093.744, 0.644, 4.253, 40.683, 35.359, 36.038, 0.362, 0.696, NaN, NaN, NaN
2017-12-30 10:00:00, 4874.267, 0.587, 3.876, 52.899, 48.269, 53.222, -0.029, 0.781, NaN, NaN, NaN
2017-12-30 10:30:00, 5446.248, 1.728, 11.406, 34.303, 28.738, 28.532, 0.520, 0.734, NaN, NaN, NaN
2017-12-30 11:00:00, 6625.400, 0.805, 5.314, 42.829, 37.745, 40.740, 0.131, 0.802, NaN, NaN, NaN
2017-12-30 11:30:00, 7698.735, 1.468, 9.690, 40.993, 32.677, 34.134, 0.515, 0.673, NaN, NaN, NaN
2017-12-30 12:00:00, 8490.205, 1.438, 9.492, 39.643, 31.414, 29.752, 0.812, 0.706, NaN, NaN, NaN
2017-12-30 12:30:00, 5975.224, 2.307, 15.225, 27.996, 22.239, 18.344, 1.352, 0.554, NaN, NaN, NaN
2017-12-30 13:00:00, 3671.343, 0.247, 1.630, 20.240, 16.726, 10.866, 1.824, 0.857, NaN, NaN, NaN
2017-12-30 13:30:00, 3661.080, 0.169, 1.115, 20.168, 15.736, 10.291, 1.964, 0.872, NaN, NaN, NaN
2017-12-30 14:00:00, 3411.903, 0.226, 1.491, 19.975, 15.263, 10.293, 1.931, 0.802, NaN, NaN, NaN
2017-12-30 14:30:00, 3503.016, 0.100, 0.663, 19.999, 15.169, 10.445, 1.889, 0.891, NaN, NaN, NaN
2017-12-30 15:00:00, 3743.091, 0.104, 0.689, 20.496, 15.603, 11.619, 1.645, 0.803, NaN, NaN, NaN
2017-12-30 15:30:00, 3572.313, 0.084, 0.552, 23.557, 17.738, 12.202, 1.914, 0.891, NaN, NaN, NaN
2017-12-30 16:00:00, 2506.920, 0.161, 1.065, 20.189, 15.080, 10.993, 1.761, 0.798, NaN, NaN, NaN
2017-12-30 16:30:00, 1952.038, 0.103, 0.679, 12.674, 9.386, 5.557, 2.498, 0.754, NaN, NaN, NaN
2017-12-30 17:00:00, 1698.943, 0.059, 0.389, 7.119, 5.975, 2.500, 3.124, 0.569, NaN, NaN, NaN
2017-12-30 17:30:00, 1800.085, 0.078, 0.514, 6.785, 5.193, 1.912, 3.740, 0.407, NaN, NaN, NaN
2017-12-30 18:00:00, 3418.550, 0.068, 0.450, 10.642, 7.313, 2.634, 4.076, 0.516, NaN, NaN, NaN
2017-12-30 18:30:00, 2729.105, 0.133, 0.876, 10.374, 7.081, 2.868, 3.773, 0.734, NaN, NaN, NaN
2017-12-30 19:00:00, 2774.579, 0.030, 0.201, 8.887, 6.150, 2.297, 3.976, 0.714, NaN, NaN, NaN
2017-12-30 19:30:00, 2959.987, 0.142, 0.938, 8.434, 5.966, 2.247, 3.891, 0.600, NaN, NaN, NaN
2017-12-30 20:00:00, 2572.701, 0.081, 0.537, 8.135, 5.816, 2.186, 3.866, 0.630, NaN, NaN, NaN
2017-12-30 20:30:00, 3534.928, 0.036, 0.239, 7.803, 5.629, 2.178, 3.755, 0.514, NaN, NaN, NaN
2017-12-30 21:00:00, 4276.536, 0.155, 1.024, 8.001, 5.811, 2.325, 3.636, 0.428, NaN, NaN, NaN
2017-12-30 21:30:00, 6277.423, 0.096, 0.635, 9.578, 7.300, 3.803, 3.030, 0.720, NaN, NaN, NaN
2017-12-30 22:00:00, 9138.686, 0.153, 1.009, 15.101, 13.037, 9.949, 1.232, 0.840, NaN, NaN, NaN
2017-12-30 22:30:00, 6367.016, 0.196, 1.295, 14.021, 11.120, 7.097, 1.986, 0.671, NaN, NaN, NaN
2017-12-30 23:00:00, 6752.950, 0.187, 1.232, 14.497, 11.812, 8.110, 1.738, 0.658, NaN, NaN, NaN
2017-12-30 23:30:00, 6165.360, 0.157, 1.034, 11.572, 9.162, 7.363, 1.309, 0.789, NaN, NaN, NaN
2017-12-31 00:00:00, 6561.969, 0.059, 0.386, 10.557, 8.691, 7.734, 0.944, 0.956, NaN, NaN, NaN
2017-12-31 00:30:00, 6136.066, 0.081, 0.536, 10.884, 8.989, 6.954, 1.515, 0.739, NaN, NaN, NaN
2017-12-31 01:00:00, 7643.236, 0.818, 5.397, 20.952, 17.452, 15.049, 1.192, 0.712, NaN, NaN, NaN
2017-12-31 01:30:00, 7552.204, 0.147, 0.971, 12.553, 10.555, 7.771, 1.416, 0.695, NaN, NaN, NaN
2017-12-31 02:00:00, 11571.038, -0.030, -0.198, 9.616, 8.665, 5.864, 1.463, 0.701, NaN, NaN, NaN
2017-12-31 02:30:00, 2170.066, 0.079, 0.524, 6.681, 4.763, 4.429, 1.173, 0.634, NaN, NaN, NaN
2017-12-31 03:00:00, 2897.276, 0.204, 1.348, 5.910, 4.331, 3.010, 1.968, 0.426, NaN, NaN, NaN
2017-12-31 03:30:00, 2918.647, 0.094, 0.623, 6.250, 4.718, 2.698, 2.457, 0.613, NaN, NaN, NaN
2017-12-31 04:00:00, 2327.091, 0.127, 0.836, 6.618, 4.960, 2.379, 3.018, 0.459, NaN, NaN, NaN
2017-12-31 04:30:00, 1326.786, 0.121, 0.799, 4.437, 3.559, 1.133, 4.005, 0.302, NaN, NaN, NaN
2017-12-31 05:00:00, 1161.002, -0.017, -0.112, 3.254, 2.787, 0.622, 4.938, 0.432, NaN, NaN, NaN
2017-12-31 05:30:00, 976.950, 0.202, 1.332, 3.246, 2.757, 0.352, 6.633, 0.348, NaN, NaN, NaN
2017-12-31 06:00:00, 962.516, 0.036, 0.237, 3.437, 2.921, 0.347, 6.842, 0.332, NaN, NaN, NaN
2017-12-31 06:30:00, 789.360, -0.104, -0.684, 3.694, 3.268, 0.447, 6.300, 0.289, NaN, NaN, NaN
2017-12-31 07:00:00, 709.969, 0.010, 0.063, 3.623, 2.907, 0.307, 7.370, 0.156, NaN, NaN, NaN
2017-12-31 07:30:00, 615.929, -0.066, -0.433, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2017-12-31 08:00:00, 654.033, 0.049, 0.323, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2017-12-31 08:30:00, 772.823, 0.034, 0.224, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2017-12-31 09:00:00, 1202.164, 0.049, 0.326, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2017-12-31 09:30:00, 1014.418, -0.060, -0.399, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2017-12-31 10:00:00, 758.783, 0.044, 0.288, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2017-12-31 10:30:00, 899.653, 0.077, 0.506, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2017-12-31 11:00:00, 1112.870, 0.059, 0.390, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2017-12-31 11:30:00, 1003.291, -0.033, -0.215, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2017-12-31 12:00:00, 1411.690, -0.019, -0.126, 7.487, 5.529, 2.173, 3.642, 0.539, NaN, NaN, NaN
2017-12-31 12:30:00, 1507.547, 0.179, 1.180, 9.523, 6.432, 3.059, 3.327, 0.460, NaN, NaN, NaN
2017-12-31 13:00:00, 1126.632, 0.146, 0.967, 9.364, 6.559, 3.077, 3.261, 0.618, NaN, NaN, NaN
2017-12-31 13:30:00, 1292.871, 0.073, 0.483, 9.058, 6.462, 2.989, 3.253, 0.559, NaN, NaN, NaN
2017-12-31 14:00:00, 4216.264, 0.145, 0.957, 9.817, 7.036, 3.556, 2.995, 0.702, NaN, NaN, NaN
2017-12-31 14:30:00, 2581.901, 0.135, 0.893, 10.212, 7.235, 3.392, 3.251, 0.696, NaN, NaN, NaN
2017-12-31 15:00:00, 2512.182, 0.127, 0.840, 9.267, 6.516, 2.654, 3.683, 0.663, NaN, NaN, NaN
2017-12-31 15:30:00, 4902.704, 0.041, 0.273, 10.222, 7.500, 3.177, 3.428, 0.740, NaN, NaN, NaN
2017-12-31 16:00:00, 3547.902, 0.124, 0.816, 11.725, 8.645, 4.704, 2.675, 0.838, NaN, NaN, NaN
2017-12-31 16:30:00, 8264.476, 0.114, 0.750, 12.429, 9.434, 4.930, 2.713, 0.756, NaN, NaN, NaN
2017-12-31 17:00:00, 19244.539, 0.061, 0.400, 12.546, 9.412, 5.404, 2.473, 0.856, NaN, NaN, NaN
2017-12-31 17:30:00, 3024.503, 0.038, 0.251, 13.190, 9.896, 5.738, 2.439, 0.842, NaN, NaN, NaN
2017-12-31 18:00:00, 2360.383, 0.032, 0.212, 12.477, 9.187, 5.056, 2.643, 0.702, NaN, NaN, NaN
2017-12-31 18:30:00, 2846.369, 0.046, 0.300, 11.967, 8.916, 4.914, 2.606, 0.847, NaN, NaN, NaN
2017-12-31 19:00:00, 4456.561, 0.129, 0.849, 12.429, 9.696, 7.442, 1.549, 0.788, NaN, NaN, NaN
2017-12-31 19:30:00, 4365.356, 0.104, 0.686, 5.919, 5.021, 2.066, 3.124, 0.417, NaN, NaN, NaN
2017-12-31 20:00:00, 16177.201, 0.012, 0.076, 7.364, 7.393, 5.603, 0.888, 0.785, NaN, NaN, NaN
2017-12-31 20:30:00, 1884.945, 0.076, 0.498, 6.310, 5.475, 1.834, 3.688, 0.416, NaN, NaN, NaN
2017-12-31 21:00:00, 1930.629, 0.051, 0.334, 6.270, 5.242, 2.007, 3.377, 0.609, NaN, NaN, NaN
2017-12-31 21:30:00, 2591.628, -0.045, -0.299, 5.959, 4.897, 1.772, 3.591, 0.630, NaN, NaN, NaN
2017-12-31 22:00:00, 4775.751, 0.174, 1.148, 7.259, 5.123, 2.320, 3.389, 0.435, NaN, NaN, NaN
2017-12-31 22:30:00, 4300.257, 0.087, 0.574, 7.859, 5.641, 2.756, 3.082, 0.566, NaN, NaN, NaN
2017-12-31 23:00:00, 3472.727, 0.111, 0.735, 7.963, 5.978, 2.764, 3.113, 0.505, NaN, NaN, NaN
2017-12-31 23:30:00, 3399.032, 0.268, 1.771, 9.005, 6.501, 3.412, 2.863, 0.413, NaN, NaN, NaN
2018-01-01 00:00:00, 2906.166, 0.147, 0.974, 10.615, 10.851, 12.157, -0.402, 0.697, NaN, NaN, NaN
2018-01-01 00:30:00, 2028.751, 0.130, 0.860, 9.625, 7.842, 4.638, 2.172, 0.542, NaN, NaN, NaN
2018-01-01 01:00:00, 3251.786, 0.100, 0.661, 12.919, 10.431, 7.513, 1.744, 0.629, NaN, NaN, NaN
2018-01-01 01:30:00, 3363.627, 0.165, 1.086, 9.385, 8.124, 5.971, 1.333, 0.560, NaN, NaN, NaN
2018-01-01 02:00:00, 4743.682, -0.036, -0.236, 22.304, 18.356, 13.514, 1.632, 0.838, NaN, NaN, NaN
2018-01-01 02:30:00, 6801.914, 0.185, 1.222, 81.294, 65.873, 63.916, 0.676, 0.936, NaN, NaN, NaN
2018-01-01 03:00:00, 6586.687, 0.308, 2.033, 91.101, 74.282, 73.603, 0.611, 0.962, NaN, NaN, NaN
2018-01-01 03:30:00, 6829.658, 0.157, 1.034, 52.693, 43.177, 40.412, 0.786, 0.940, NaN, NaN, NaN
2018-01-01 04:00:00, 6744.842, 0.287, 1.894, 38.009, 30.924, 26.897, 0.994, 0.831, NaN, NaN, NaN
2018-01-01 04:30:00, 6280.442, 0.263, 1.734, 36.265, 29.257, 26.904, 0.850, 0.837, NaN, NaN, NaN
2018-01-01 05:00:00, 5536.953, -0.030, -0.198, 35.591, 28.761, 26.842, 0.801, 0.934, NaN, NaN, NaN
2018-01-01 05:30:00, 5195.164, 0.093, 0.610, 36.098, 29.595, 27.146, 0.813, 0.891, NaN, NaN, NaN
2018-01-01 06:00:00, 5060.792, 0.213, 1.407, 37.866, 32.357, 31.470, 0.523, 0.868, NaN, NaN, NaN
2018-01-01 06:30:00, 4909.394, 0.076, 0.499, 37.651, 31.457, 30.707, 0.574, 0.892, NaN, NaN, NaN
2018-01-01 07:00:00, 4614.657, 0.285, 1.882, 36.296, 29.464, 28.462, 0.688, 0.839, NaN, NaN, NaN
2018-01-01 07:30:00, 4249.739, 0.255, 1.685, 34.373, 28.124, 26.145, 0.777, 0.841, NaN, NaN, NaN
2018-01-01 08:00:00, 3285.965, 0.265, 1.748, 30.421, 25.235, 23.499, 0.742, 0.885, NaN, NaN, NaN
2018-01-01 08:30:00, 2785.394, 0.146, 0.965, 28.565, 23.331, 20.940, 0.889, 0.922, NaN, NaN, NaN
2018-01-01 09:00:00, 2369.283, 0.226, 1.490, 25.324, 21.126, 19.158, 0.795, 0.887, NaN, NaN, NaN
2018-01-01 09:30:00, 2145.148, 0.222, 1.465, 21.417, 17.720, 15.047, 1.021, 0.742, NaN, NaN, NaN
2018-01-01 10:00:00, 2160.180, -0.027, -0.176, 19.756, 15.755, 13.828, 1.021, 0.890, NaN, NaN, NaN
2018-01-01 10:30:00, 2157.446, 0.138, 0.913, 19.184, 15.311, 13.394, 1.031, 0.793, NaN, NaN, NaN
2018-01-01 11:00:00, 1933.848, 0.219, 1.443, 19.588, 15.971, 13.137, 1.155, 0.827, NaN, NaN, NaN
2018-01-01 11:30:00, 1988.602, 0.075, 0.494, 20.344, 16.933, 15.109, 0.854, 0.831, NaN, NaN, NaN
2018-01-01 12:00:00, 2069.062, 0.162, 1.067, 20.345, 16.588, 12.909, 1.322, 0.876, NaN, NaN, NaN
2018-01-01 12:30:00, 2461.568, 0.128, 0.843, 16.582, 13.568, 11.760, 0.986, 0.860, NaN, NaN, NaN
2018-01-01 13:00:00, 2908.204, -0.017, -0.113, 16.307, 13.211, 11.000, 1.136, 0.848, NaN, NaN, NaN
2018-01-01 13:30:00, 1752.506, -0.177, -1.166, 17.575, 14.312, 10.844, 1.403, 0.919, NaN, NaN, NaN
2018-01-01 14:00:00, 1598.118, -0.125, -0.822, 21.158, 16.729, 12.987, 1.432, 0.804, NaN, NaN, NaN
2018-01-01 14:30:00, 6572.652, -0.041, -0.271, 23.696, 18.557, 14.870, 1.346, 0.896, NaN, NaN, NaN
2018-01-01 15:00:00, 27931.916, 0.030, 0.195, 21.579, 17.315, 13.323, 1.435, 0.885, NaN, NaN, NaN
2018-01-01 15:30:00, 14166.792, 0.020, 0.129, 17.829, 12.986, 9.054, 1.965, 0.897, NaN, NaN, NaN
2018-01-01 16:00:00, 14937.484, 0.037, 0.244, 18.706, 14.063, 10.733, 1.605, 0.933, NaN, NaN, NaN
2018-01-01 16:30:00, 16158.781, 0.145, 0.956, 18.194, 13.743, 9.445, 1.904, 0.849, NaN, NaN, NaN
2018-01-01 17:00:00, 25014.620, 0.157, 1.034, 19.163, 13.635, 9.302, 2.096, 0.785, NaN, NaN, NaN
2018-01-01 17:30:00, 23931.447, 0.097, 0.641, 20.366, 14.395, 9.804, 2.121, 0.866, NaN, NaN, NaN
2018-01-01 18:00:00, 32640.483, 0.068, 0.448, 24.295, 18.280, 12.736, 1.877, 0.923, NaN, NaN, NaN
2018-01-01 18:30:00, 29052.565, -0.058, -0.384, 18.944, 14.630, 11.654, 1.403, 0.919, NaN, NaN, NaN
2018-01-01 19:00:00, 15672.122, -0.012, -0.077, 17.677, 13.110, 9.170, 2.003, 0.659, NaN, NaN, NaN
2018-01-01 19:30:00, 5649.016, 0.037, 0.243, 15.854, 11.053, 6.115, 2.778, 0.827, NaN, NaN, NaN
2018-01-01 20:00:00, 3881.777, -0.057, -0.379, 14.831, 10.624, 5.786, 2.751, 0.851, NaN, NaN, NaN
2018-01-01 20:30:00, 4323.846, 0.059, 0.392, 14.333, 10.238, 5.493, 2.804, 0.797, NaN, NaN, NaN
2018-01-01 21:00:00, 3539.233, 0.189, 1.247, 13.902, 9.961, 5.298, 2.821, 0.779, NaN, NaN, NaN
2018-01-01 21:30:00, 4609.067, 0.481, 3.177, 11.905, 8.483, 5.132, 2.440, 0.653, NaN, NaN, NaN
2018-01-01 22:00:00, 7715.112, 0.399, 2.631, 18.091, 12.985, 8.484, 2.260, 0.770, NaN, NaN, NaN
2018-01-01 22:30:00, 8511.317, 0.580, 3.825, 18.328, 13.543, 9.707, 1.842, 0.709, NaN, NaN, NaN
2018-01-01 23:00:00, 7440.552, 0.787, 5.196, 18.842, 13.988, 10.204, 1.776, 0.561, NaN, NaN, NaN
2018-01-01 23:30:00, 5632.449, 0.274, 1.809, 17.966, 13.903, 10.977, 1.444, 0.700, NaN, NaN, NaN
2018-01-02 00:00:00, 10259.139, 0.119, 0.785, 20.000, 15.797, 12.374, 1.431, 0.688, NaN, NaN, NaN
2018-01-02 00:30:00, 4228.300, 0.191, 1.262, 10.954, 9.155, 6.347, 1.635, 0.599, NaN, NaN, NaN
2018-01-02 01:00:00, 1989.141, 0.170, 1.123, 7.113, 6.016, 2.518, 3.068, 0.333, NaN, NaN, NaN
2018-01-02 01:30:00, 3211.797, -0.159, -1.048, 6.769, 5.917, 2.734, 2.688, 0.774, NaN, NaN, NaN
2018-01-02 02:00:00, 3932.609, 0.089, 0.587, 7.434, 7.218, 5.046, 1.173, 0.524, NaN, NaN, NaN
2018-01-02 02:30:00, 3026.679, -0.110, -0.724, 8.137, 7.882, 5.482, 1.176, 0.509, NaN, NaN, NaN
2018-01-02 03:00:00, 2891.161, 0.393, 2.595, 8.201, 7.427, 4.651, 1.678, 0.476, NaN, NaN, NaN
2018-01-02 03:30:00, 3428.636, 0.072, 0.476, 8.221, 7.121, 4.593, 1.715, 0.627, NaN, NaN, NaN
2018-01-02 04:00:00, 3103.924, 0.286, 1.886, 8.296, 7.108, 4.793, 1.616, 0.423, NaN, NaN, NaN
2018-01-02 04:30:00, 2519.542, 0.017, 0.111, 8.541, 7.342, 4.857, 1.662, 0.561, NaN, NaN, NaN
2018-01-02 05:00:00, 3461.610, 0.256, 1.690, 8.835, 7.466, 5.302, 1.499, 0.348, NaN, NaN, NaN
2018-01-02 05:30:00, 4320.787, 0.381, 2.516, 10.318, 9.284, 6.355, 1.430, 0.497, NaN, NaN, NaN
2018-01-02 06:00:00, 3924.389, 0.568, 3.747, 12.132, 10.434, 7.131, 1.565, 0.530, NaN, NaN, NaN
2018-01-02 06:30:00, 4449.386, 0.346, 2.283, 14.128, 11.558, 8.106, 1.613, 0.674, NaN, NaN, NaN
2018-01-02 07:00:00, 4440.983, 0.261, 1.719, 16.212, 13.646, 10.558, 1.262, 0.641, NaN, NaN, NaN
