building,well,depth_level,time,ch4,ch4_peak,co2,o2,h2s,co,bal,well pressure,field_notes,voc,lel,comments
Incubadora,PMG-90,B,2018-12-03,0.0,0.0,0.008,0.205,0.0,0.0,0.787,-0.09,,0.0,0.0,
Incubadora,PMG-91,A,2018-12-03,0.0,0.0,0.006,0.207,0.0,0.0,0.787,-0.04,,0.0,0.0,
Incubadora,PMG-91,B,2018-12-03,0.0,0.0,0.026,0.182,0.0,0.0,0.792,0.19,,0.0,0.0,
Incubadora,PMG-92,A,2018-12-03,0.0,0.0,0.009000000000000001,0.205,0.0,0.0,0.7859999999999999,0.02,,0.0,0.0,
Incubadora,PMG-92,B,2018-12-03,0.0,0.0,0.023,0.187,0.0,0.0,0.79,-0.06,,0.0,0.0,
Incubadora,PMG-93,A,2018-12-03,0.0,0.0,0.01,0.205,0.0,0.0,0.785,-0.01,,0.0,0.0,
Incubadora,PMG-93,B,2018-12-03,0.0,0.0,0.015,0.197,0.0,0.0,0.7879999999999999,-0.04,,0.0,0.0,
Ginásio Poliesportivo,PMG-102,,2018-12-03,0.0,0.0,0.002,0.22,0.0,0.0,0.778,-0.1,,0.0,0.0,
Ginásio Poliesportivo,PMG-103,,2018-12-03,0.0,0.0,0.002,0.208,0.0,0.0,0.79,-0.13,,0.0,0.0,
Ginásio Poliesportivo,PMG-104,,2018-12-03,0.0,0.0,0.002,0.208,0.0,0.0,0.79,-0.04,,0.0,0.0,
Ginásio Poliesportivo,PMG-105,,2018-12-03,0.0,0.0,0.03,0.175,0.0,0.0,0.795,-0.05,,0.0,0.0,
Ginásio Poliesportivo,PMG-106,,2018-12-03,0.0,0.0,0.014,0.2,0.0,0.0,0.7859999999999999,-0.03,,0.0,0.0,
Ginásio Poliesportivo,PMG-107,,2018-12-03,0.0,0.0,0.008,0.204,0.0,0.0,0.7879999999999999,-0.04,,0.0,0.0,
Ginásio Poliesportivo,PMG-108,,2018-12-03,0.0,0.0,0.004,0.209,0.0,0.0,0.787,-0.08,,0.0,0.0,
Ginásio Poliesportivo,PMG-109,A,2018-12-03,0.0,0.0,0.005,0.208,0.0,0.0,0.787,-0.09,,0.0,0.0,
Ginásio Poliesportivo,PMG-109,B,2018-12-03,0.0,0.0,0.003,0.209,0.0,0.0,0.7879999999999999,-0.06,,0.0,0.0,
Ginásio Poliesportivo,PMG-110,A,2018-12-03,0.0,0.0,0.012,0.204,0.0,0.0,0.784,-0.16,,0.0,0.0,
Ginásio Poliesportivo,PMG-110,B,2018-12-03,0.0,0.0,0.003,0.209,0.0,0.0,0.7879999999999999,-0.12,,0.0,0.0,
Ginásio Poliesportivo,PMG-111,A,2018-12-03,0.0,0.0,0.052,0.151,0.0,0.0,0.797,-0.58,,0.0,0.0,
Ginásio Poliesportivo,PMG-111,B,2018-12-03,0.0,0.0,0.013,0.2,0.0,0.0,0.787,-0.06,,0.0,0.0,
Ginásio Poliesportivo,PMG-112,,2018-12-03,0.0,0.0,0.008,0.204,0.0,0.0,0.7879999999999999,-0.14,,0.0,0.0,
Guarda Universitário,PMG-116,A,2018-12-03,0.0,0.0,0.003,0.209,0.0,0.0,0.7879999999999999,-0.18,,0.0,0.0,
Guarda Universitário,PMG-116,B,2018-12-03,0.0,0.0,0.004,0.207,0.0,0.0,0.789,-0.1,,0.0,0.0,
Guarda Universitário,PMG-117,A,2018-12-03,0.0,0.0,0.003,0.207,0.0,0.0,0.79,-0.15,,0.0,0.0,
Guarda Universitário,PMG-117,B,2018-12-03,0.0,0.0,0.02,0.192,0.0,0.0,0.7879999999999999,-0.12,,0.0,0.0,
Guarda Universitário,PMG-118,A,2018-12-03,0.0,0.0,0.006,0.206,0.0,0.0,0.7879999999999999,-0.15,,0.0,0.0,
Guarda Universitário,PMG-118,B,2018-12-03,0.0,0.0,0.005,0.206,0.0,0.0,0.789,-0.13,,0.0,0.0,
Portaria P3,PMG-119,A,2018-12-03,0.0,0.0,0.002,0.218,0.0,0.0,0.78,-0.04,,0.0,0.0,
Portaria P3,PMG-119,B,2018-12-03,0.0,0.0,0.002,0.218,0.0,0.0,0.78,-0.09,,0.0,0.0,
Portaria P3,PMG-119,C,2018-12-03,0.003,0.003,0.008,0.204,0.0,0.0,0.785,1.89,A,0.0,0.06,
Portaria P3,PMG-120,A,2018-12-03,0.0,0.0,0.002,0.216,0.0,0.0,0.782,-0.08,,0.0,0.0,
Portaria P3,PMG-120,B,2018-12-03,0.0,0.0,0.002,0.216,0.0,0.0,0.782,-0.08,,0.0,0.0,
Portaria P3,PMG-120,C,2018-12-03,0.0,0.0,0.015,0.208,0.0,0.0,0.777,2.3,A,0.0,0.0,
Transportes,PMG-121,A,2018-12-03,0.0,0.0,0.002,0.203,0.0,0.0,0.795,-0.1,,0.0,0.0,
Transportes,PMG-121,B,2018-12-03,0.0,0.0,0.005,0.199,0.0,0.0,0.7959999999999999,-0.07,A,0.0,0.0,
Transportes,PMG-122,A,2018-12-03,0.0,0.0,0.003,0.203,0.0,0.0,0.794,-0.1,,0.0,0.0,
Transportes,PMG-122,B,2018-12-03,0.0,0.0,0.005,0.197,0.0,0.0,0.7979999999999999,-0.32,A,0.0,0.0,
Transportes,PMG-123,A,2018-12-03,0.0,0.0,0.005,0.204,0.0,0.0,0.7909999999999999,-0.06,,0.0,0.0,
Transportes,PMG-123,B,2018-12-03,0.0,0.0,0.004,0.203,0.0,0.0,0.7929999999999999,-0.11,A,0.0,0.0,
Transportes,PMG-124,A,2018-12-03,0.0,0.0,0.003,0.203,0.0,0.0,0.794,-0.09,,0.0,0.0,
Transportes,PMG-124,B,2018-12-03,0.0,0.0,0.003,0.203,0.0,0.0,0.794,0.31,A,0.0,0.0,
Edifício I-1    Parte 1,PMG-16,A,2018-12-10,0.0,0.0,0.061,0.148,2.0,0.0,0.7909999999999999,-0.05,,0.0,0.0,
Edifício I-1    Parte 1,PMG-16,B,2018-12-10,0.0,0.0,0.09,0.122,2.0,0.0,0.7879999999999999,-0.12,,0.0,0.0,
Edifício I-1    Parte 1,PMG-17,A,2018-12-10,0.0,0.0,0.024,0.186,1.0,0.0,0.79,-0.06,,0.0,0.0,
Edifício I-1    Parte 1,PMG-17,B,2018-12-10,0.0,0.0,0.039,0.16,1.0,0.0,0.8009999999999999,0.07,,0.0,0.0,
Edifício I-1    Parte 1,PMG-18,A,2018-12-10,0.0,0.0,0.008,0.211,1.0,0.0,0.7809999999999999,-0.03,,0.0,0.0,
Edifício I-1    Parte 1,PMG-18,B,2018-12-10,0.0,0.0,0.031,0.183,1.0,0.0,0.7859999999999999,-0.06,,0.0,0.0,
Edifício I-1    Parte 1,PMG-20,A,2018-12-10,0.0,0.0,0.011,0.206,1.0,0.0,0.7829999999999999,-0.07,,0.0,0.0,
Edifício I-1    Parte 1,PMG-20,B,2018-12-10,0.0,0.0,0.009000000000000001,0.206,1.0,0.0,0.785,-0.06,,0.0,0.0,
Edifício I-1    Parte 1,PMG-22,A,2018-12-10,0.0,0.0,0.005,0.21,0.0,0.0,0.784,-0.03,,0.0,0.0,
Edifício I-1    Parte 1,PMG-22,B,2018-12-10,0.0,0.0,0.05,0.156,0.0,0.0,0.7929999999999999,-0.02,,0.0,0.0,
Edifício I-1    Parte 1,PMG-23,A,2018-12-10,0.0,0.0,0.018,0.199,1.0,0.0,0.7829999999999999,-0.07,,0.0,0.0,
Edifício I-1    Parte 1,PMG-23,B,2018-12-10,0.0,0.0,0.022,0.183,1.0,0.0,0.795,-0.1,,0.0,0.0,
Edifício I-1    Parte 1,PMG-113,A,2018-12-10,0.0,0.0,0.02,0.188,0.0,0.0,0.792,-0.05,,0.0,0.0,
Edifício I-1    Parte 1,PMG-113,B,2018-12-10,0.0,0.0,0.021,0.191,0.0,0.0,0.7879999999999999,-0.05,,0.0,0.0,
Edifício I-1    Parte 1,PMG-114,A,2018-12-10,0.0,0.0,0.004,0.212,0.0,0.0,0.784,-0.04,,0.0,0.0,
Edifício I-1    Parte 1,PMG-114,B,2018-12-10,0.254,0.254,0.032,0.167,0.0,0.0,0.547,3.81,A,0.0,1.0,
Edifício I-1    Parte 1,PMG-115,A,2018-12-10,0.0,0.0,0.006999999999999999,0.211,0.0,0.0,0.782,-0.09,,0.0,0.0,
Edifício I-1    Parte 1,PMG-115,B,2018-12-10,0.0,0.0,0.02,0.193,0.0,0.0,0.787,-0.1,,0.0,0.0,
Edifício I-1    Parte 2,PMG-11,A,2018-12-10,0.0,0.0,0.018,0.191,0.0,0.0,0.7909999999999999,-0.12,,0.0,0.0,
Edifício I-1    Parte 2,PMG-11,B,2018-12-10,0.014,0.014,0.13,0.077,0.0,0.0,0.779,-0.11,,0.0,0.29,
Edifício I-1    Parte 2,PMG-12,A,2018-12-10,0.0,0.0,0.03,0.18,1.0,0.0,0.789,-0.12,,0.0,0.0,
Edifício I-1    Parte 2,PMG-12,B,2018-12-10,0.0,0.0,0.038,0.18,1.0,0.0,0.7809999999999999,-0.08,,0.0,0.0,
Edifício I-1    Parte 2,PMG-13,A,2018-12-10,0.0,0.0,0.038,0.164,0.0,0.0,0.7979999999999999,-0.08,,0.0,0.0,
Edifício I-1    Parte 2,PMG-13,B,2018-12-10,0.0,0.0,0.05400000000000001,0.152,0.0,0.0,0.794,-0.1,,0.0,0.0,
Edifício I-1    Parte 2,PMG-14,A,2018-12-10,0.0,0.0,0.044,0.162,1.0,0.0,0.794,-0.08,,0.0,0.0,
Edifício I-1    Parte 2,PMG-14,B,2018-12-10,0.0,0.0,0.061,0.138,1.0,0.0,0.8009999999999999,-0.05,,0.0,0.0,
Edifício I-1    Parte 2,PMG-15,A,2018-12-10,0.0,0.0,0.006999999999999999,0.21,1.0,0.0,0.7829999999999999,-0.1,,0.0,0.0,
Edifício I-1    Parte 2,PMG-15,B,2018-12-10,0.0,0.0,0.004,0.211,0.0,0.0,0.785,0.0,,0.0,0.0,
Edifício I-1    Parte 2,PMG-19,A,2018-12-10,0.0,0.0,0.01,0.205,1.0,0.0,0.785,-0.05,,0.0,0.0,
Edifício I-1    Parte 2,PMG-19,B,2018-12-10,0.0,0.0,0.013,0.198,0.0,0.0,0.789,-0.13,,0.0,0.0,
Edifício I-1    Parte 2,PMG-21,A,2018-12-10,0.0,0.0,0.015,0.194,1.0,0.0,0.7909999999999999,-0.14,,0.0,0.0,
Edifício I-1    Parte 2,PMG-21,B,2018-12-10,0.0,0.0,0.038,0.168,0.0,0.0,0.794,-0.08,,0.0,0.0,
Edifício I-1    Parte 2,PMG-24,A,2018-12-10,0.0,0.0,0.012,0.2,1.0,0.0,0.7879999999999999,-0.16,,0.0,0.0,
Edifício I-1    Parte 2,PMG-24,B,2018-12-10,0.0,0.0,0.017,0.192,0.0,0.0,0.7909999999999999,-0.1,,0.0,0.0,
I-3 Auditórios,PMG-25,A,2018-12-10,0.0,0.0,0.014,0.207,3.0,0.0,0.779,-0.05,,0.0,0.0,
I-3 Auditórios,PMG-25,B,2018-12-10,0.0,0.0,0.021,0.189,2.0,0.0,0.79,-0.06,,0.0,0.0,
I-3 Auditórios,PMG-26,A,2018-12-10,0.0,0.0,0.009000000000000001,0.202,2.0,0.0,0.789,-0.05,,0.0,0.0,
I-3 Auditórios,PMG-26,B,2018-12-10,0.0,0.0,0.034,0.177,2.0,0.0,0.789,-0.07,,0.0,0.0,
I-3 Auditórios,PMG-27,A,2018-12-10,0.0,0.0,0.034,0.165,2.0,0.0,0.8009999999999999,-0.05,,0.0,0.0,
I-3 Auditórios,PMG-27,B,2018-12-10,0.0,0.0,0.084,0.138,3.0,0.0,0.778,-0.04,,0.0,0.0,
I-3 Auditórios,PMG-28,A,2018-12-10,0.0,0.0,0.023,0.188,1.0,0.0,0.789,-0.03,,0.0,0.0,
I-3 Auditórios,PMG-28,B,2018-12-10,0.0,0.0,0.092,0.119,1.0,0.0,0.789,-0.1,,0.0,0.0,
I-3 Auditórios,PMG-29,A,2018-12-10,0.0,0.0,0.023,0.176,1.0,0.0,0.8009999999999999,-0.06,,0.0,0.0,
I-3 Auditórios,PMG-29,B,2018-12-10,0.0,0.0,0.024,0.19,1.0,0.0,0.7859999999999999,-0.08,,0.0,0.0,
I-3 Auditórios,PMG-44,A,2018-12-10,0.0,0.0,0.015,0.201,0.0,0.0,0.784,-0.11,,0.0,0.0,
I-3 Auditórios,PMG-44,B,2018-12-10,0.0,0.0,0.017,0.193,1.0,0.0,0.79,-0.06,,0.0,0.0,
I-3 Auditórios,PMG-45,A,2018-12-10,0.0,0.0,0.01,0.21,1.0,1.0,0.78,-0.08,,0.0,0.0,
I-3 Auditórios,PMG-45,B,2018-12-10,0.0,0.0,0.016,0.203,1.0,0.0,0.7809999999999999,-0.06,,0.0,0.0,
I-3 Biblioteca,PMG-30,A,2018-12-10,0.0,0.0,0.011,0.2,1.0,0.0,0.789,-0.04,,0.0,0.0,
I-3 Biblioteca,PMG-30,B,2018-12-10,0.0,0.0,0.057,0.15,1.0,0.0,0.7929999999999999,-0.03,,0.0,0.0,
I-3 Biblioteca,PMG-31,A,2018-12-10,0.0,0.0,0.01,0.208,0.0,0.0,0.782,-0.07,,0.0,0.0,
I-3 Biblioteca,PMG-31,B,2018-12-10,0.011,0.011,0.126,0.021,1.0,0.0,0.8420000000000001,0.08,A,0.0,0.25,
I-3 Biblioteca,PMG-32,A,2018-12-10,0.0,0.0,0.024,0.191,0.0,0.0,0.785,-0.16,,0.0,0.0,
I-3 Biblioteca,PMG-32,B,2018-12-10,0.0,0.0,0.026,0.179,1.0,0.0,0.795,-0.02,,0.0,0.0,
I-3 Biblioteca,PMG-33,A,2018-12-10,0.0,0.0,0.032,0.19,1.0,0.0,0.778,-0.05,,0.0,0.0,
I-3 Biblioteca,PMG-33,B,2018-12-10,0.0,0.0,0.09,0.112,1.0,0.0,0.7979999999999999,-0.04,,0.0,0.0,
I-3 Biblioteca,PMG-34,A,2018-12-10,0.0,0.0,0.016,0.207,0.0,0.0,0.777,-0.04,,0.0,0.0,
I-3 Biblioteca,PMG-34,B,2018-12-10,0.0,0.0,0.036,0.177,1.0,0.0,0.787,-0.1,,0.0,0.0,
I-3 Biblioteca,PMG-35,A,2018-12-10,0.0,0.0,0.024,0.178,0.0,0.0,0.7979999999999999,-0.04,,0.0,0.0,
I-3 Biblioteca,PMG-35,B,2018-12-10,0.0,0.0,0.055,0.154,0.0,0.0,0.7909999999999999,-0.04,,0.0,0.0,
I-3 Biblioteca,PMG-36,A,2018-12-10,0.0,0.0,0.017,0.193,0.0,0.0,0.79,-0.04,,0.0,0.0,
I-3 Biblioteca,PMG-36,B,2018-12-10,0.0,0.0,0.068,0.138,0.0,0.0,0.794,-0.05,,0.0,0.0,
I-3 Biblioteca,PMG-37,A,2018-12-10,0.0,0.0,0.018,0.198,0.0,0.0,0.784,-0.06,,0.0,0.0,
I-3 Biblioteca,PMG-37,B,2018-12-10,0.0,0.0,0.033,0.184,0.0,0.0,0.7829999999999999,0.01,,0.0,0.0,
I-3 Biblioteca,PMG-38,A,2018-12-10,0.0,0.0,0.009000000000000001,0.207,0.0,0.0,0.784,-0.05,,0.0,0.0,
I-3 Biblioteca,PMG-38,B,2018-12-10,0.0,0.0,0.011,0.202,0.0,0.0,0.787,-0.05,,0.0,0.0,
I-3 Biblioteca,PMG-39,A,2018-12-10,0.0,0.0,0.003,0.208,0.0,0.0,0.789,-0.07,,0.0,0.0,
I-3 Biblioteca,PMG-39,B,2018-12-10,0.0,0.0,0.111,0.08,0.0,0.0,0.809,-0.09,,0.0,0.0,
I-3 Biblioteca,PMG-40,A,2018-12-10,0.0,0.0,0.011,0.203,1.0,0.0,0.7859999999999999,-0.08,,0.0,0.0,
I-3 Biblioteca,PMG-40,B,2018-12-10,0.0,0.0,0.011,0.2,1.0,0.0,0.789,-0.08,,0.0,0.0,
I-3 Biblioteca,PMG-41,A,2018-12-10,0.0,0.0,0.016,0.201,1.0,0.0,0.7829999999999999,-0.06,,0.0,0.0,
I-3 Biblioteca,PMG-41,B,2018-12-10,0.0,0.0,0.008,0.206,1.0,0.0,0.7859999999999999,-0.04,,0.0,0.0,
I-3 Biblioteca,PMG-42,A,2018-12-10,0.0,0.0,0.005,0.207,2.0,0.0,0.7879999999999999,-0.03,,0.0,0.0,
I-3 Biblioteca,PMG-42,B,2018-12-10,0.0,0.0,0.031,0.183,1.0,0.0,0.7859999999999999,-0.05,,0.0,0.0,
I-3 Biblioteca,PMG-43,A,2018-12-10,0.0,0.0,0.011,0.19,1.0,0.0,0.799,-0.04,,0.0,0.0,
I-3 Biblioteca,PMG-43,B,2018-12-10,0.0,0.0,0.08199999999999999,0.149,1.0,0.0,0.769,-0.04,,0.0,0.0,
Edifício I-4 ,PMG-63,A,2018-12-10,0.0,0.0,0.018,0.184,2.0,0.0,0.7979999999999999,-0.05,,0.0,0.0,
Edifício I-4 ,PMG-63,B,2018-12-10,0.0,0.0,0.011,0.205,1.0,0.0,0.784,-0.08,,0.0,0.0,
Edifício I-4 ,PMG-64,A,2018-12-10,0.0,0.0,0.011,0.201,1.0,0.0,0.7879999999999999,-0.06,,0.0,0.0,
Edifício I-4 ,PMG-64,B,2018-12-10,0.0,0.0,0.006999999999999999,0.209,1.0,0.0,0.784,-9.59,A,0.0,0.0,
Edifício I-4 ,PMG-65,A,2018-12-10,0.0,0.0,0.008,0.209,1.0,0.0,0.7829999999999999,-0.09,,0.0,0.0,
Edifício I-4 ,PMG-65,B,2018-12-10,0.0,0.0,0.005,0.211,1.0,0.0,0.784,-2.74,A,0.0,0.0,
Edifício I-4 ,PMG-66,A,2018-12-10,0.0,0.0,0.005,0.21,1.0,0.0,0.785,-0.05,,0.0,0.0,
Edifício I-4 ,PMG-66,B,2018-12-10,0.115,0.115,0.023,0.182,1.0,0.0,0.68,-0.03,,0.0,1.0,
Edifício I-4 ,PMG-67,A,2018-12-10,0.0,0.0,0.008,0.211,1.0,0.0,0.7809999999999999,-0.06,,0.0,0.0,
Edifício I-4 ,PMG-67,B,2018-12-10,0.0,0.0,0.006,0.211,1.0,0.0,0.7829999999999999,-0.06,,0.0,0.0,
Edifício I-4 ,PMG-68,A,2018-12-10,0.0,0.0,0.01,0.197,2.0,0.0,0.7929999999999999,-0.08,,0.0,0.0,
Edifício I-4 ,PMG-68,B,2018-12-10,0.0,0.0,0.006999999999999999,0.209,1.0,0.0,0.784,-0.05,,0.0,0.0,
Edifício I-4 ,PMG-69,A,2018-12-10,0.0,0.0,0.005,0.212,1.0,0.0,0.7829999999999999,-0.05,,0.0,0.0,
Edifício I-4 ,PMG-69,B,2018-12-10,0.0,0.0,0.004,0.211,1.0,0.0,0.785,-0.1,,0.0,0.0,
Edifício I-4 ,PMG-77,A,2018-12-10,0.0,0.0,0.012,0.184,1.0,0.0,0.804,-0.05,,0.0,0.0,
Edifício I-4 ,PMG-77,B,2018-12-10,0.0,0.0,0.015,0.187,1.0,0.0,0.7979999999999999,-0.24,,0.0,0.0,
Edifício I-4 ,PMG-78,A,2018-12-10,0.0,0.0,0.004,0.207,1.0,0.0,0.789,-0.06,,0.0,0.0,
Edifício I-4 ,PMG-78,B,2018-12-10,0.0,0.0,0.031,0.153,1.0,0.0,0.816,-0.9,,0.0,0.0,
Edifício I-4 ,PMG-79,A,2018-12-10,0.0,0.0,0.004,0.21,1.0,0.0,0.7859999999999999,-0.07,,0.0,0.0,
Edifício I-4 ,PMG-79,B,2018-12-10,0.0,0.0,0.004,0.209,1.0,0.0,0.787,-0.01,,0.0,0.0,
Edifício I-4 ,PMG-80,A,2018-12-10,0.0,0.0,0.004,0.209,1.0,0.0,0.787,-0.04,,0.0,0.0,
Edifício I-4 ,PMG-80,B,2018-12-10,0.0,0.0,0.006,0.204,1.0,0.0,0.79,-1.18,A,0.0,0.0,
Edifício I-4 ,PMG-81,A,2018-12-10,0.0,0.0,0.009000000000000001,0.191,1.0,0.0,0.8,-0.05,,0.0,0.0,
Edifício I-4 ,PMG-81,B,2018-12-10,0.0,0.0,0.009000000000000001,0.209,1.0,0.0,0.782,-1.23,A,0.0,0.0,
Conjunto Laboratorial,PMG-46,A,2018-12-10,0.0,0.0,0.013,0.202,1.0,0.0,0.785,-0.14,,0.0,0.0,
Conjunto Laboratorial,PMG-46,B,2018-12-10,0.0,0.0,0.125,0.068,2.0,0.0,0.807,-0.08,,0.0,0.0,
Conjunto Laboratorial,PMG-47,A,2018-12-10,0.0,0.0,0.011,0.209,2.0,0.0,0.78,-0.04,,0.0,0.0,
Conjunto Laboratorial,PMG-47,B,2018-12-10,0.0,0.0,0.04,0.173,2.0,0.0,0.787,-0.08,,0.0,0.0,
Conjunto Laboratorial,PMG-48,A,2018-12-10,0.0,0.0,0.016,0.205,0.0,0.0,0.779,-0.08,,0.0,0.0,
Conjunto Laboratorial,PMG-48,B,2018-12-10,0.013,0.013,0.09,0.065,0.0,0.0,0.8320000000000001,-0.05,,0.0,0.26,
Conjunto Laboratorial,PMG-49,A,2018-12-10,0.0,0.0,0.022,0.196,0.0,0.0,0.782,-0.06,,0.0,0.0,
Conjunto Laboratorial,PMG-49,B,2018-12-10,0.0,0.0,0.086,0.095,0.0,0.0,0.818,-0.1,,0.0,0.0,
Conjunto Laboratorial,PMG-50,A,2018-12-10,0.0,0.0,0.016,0.202,0.0,0.0,0.782,-0.13,,0.0,0.0,
Conjunto Laboratorial,PMG-50,B,2018-12-10,0.0,0.0,0.071,0.142,0.0,0.0,0.787,-0.03,,0.0,0.0,
Conjunto Laboratorial,PMG-51,A,2018-12-10,0.0,0.0,0.008,0.209,1.0,0.0,0.7829999999999999,-0.04,,0.0,0.0,
Conjunto Laboratorial,PMG-51,B,2018-12-10,0.0,0.0,0.011,0.205,1.0,0.0,0.784,-4.4,A,0.0,0.0,
Conjunto Laboratorial,PMG-52,A,2018-12-10,0.0,0.0,0.015,0.206,1.0,0.0,0.779,-0.08,,0.0,0.0,
Conjunto Laboratorial,PMG-52,B,2018-12-10,0.0,0.0,0.01,0.209,2.0,0.0,0.7809999999999999,-0.03,,0.0,0.0,
Conjunto Laboratorial,PMG-53,A,2018-12-10,0.0,0.0,0.006,0.207,1.0,0.0,0.787,-0.06,,0.0,0.0,
Conjunto Laboratorial,PMG-53,B,2018-12-10,0.105,0.105,0.107,0.028,7.0,0.0,0.76,-0.07,,0.0,1.0,
Conjunto Laboratorial,PMG-54,A,2018-12-10,0.0,0.0,0.013,0.207,1.0,0.0,0.78,-0.1,,0.0,0.0,
Conjunto Laboratorial,PMG-54,B,2018-12-10,0.043,0.043,0.07400000000000001,0.08,2.0,0.0,0.8029999999999999,-0.05,,0.0,1.0,
Conjunto Laboratorial,PMG-55,A,2018-12-10,0.0,0.0,0.006999999999999999,0.212,1.0,0.0,0.7809999999999999,-0.05,,0.0,0.0,
Conjunto Laboratorial,PMG-55,B,2018-12-10,0.0,0.0,0.139,0.035,2.0,0.0,0.825,-0.05,,0.0,0.0,
Conjunto Laboratorial,PMG-56,A,2018-12-10,0.0,0.0,0.008,0.207,2.0,0.0,0.785,0.03,,0.0,0.0,
Conjunto Laboratorial,PMG-56,B,2018-12-10,0.0,0.0,0.033,0.179,2.0,0.0,0.7879999999999999,-0.08,,0.0,0.0,
Conjunto Laboratorial,PMG-57,A,2018-12-10,0.0,0.0,0.013,0.196,2.0,0.0,0.7909999999999999,-0.01,,0.0,0.0,
Conjunto Laboratorial,PMG-57,B,2018-12-10,0.0,0.0,0.066,0.132,1.0,0.0,0.802,-0.21,,0.0,0.0,
Conjunto Laboratorial,PMG-58,A,2018-12-10,0.0,0.0,0.021,0.182,2.0,0.0,0.797,-0.02,,0.0,0.0,
Conjunto Laboratorial,PMG-58,B,2018-12-10,0.0,0.0,0.04099999999999999,0.173,1.0,0.0,0.7859999999999999,-0.14,,0.0,0.0,
Conjunto Laboratorial,PMG-59,A,2018-12-10,0.0,0.0,0.01,0.207,3.0,2.0,0.7829999999999999,-0.09,,0.0,0.0,
Conjunto Laboratorial,PMG-59,B,2018-12-10,0.0,0.0,0.005,0.208,2.0,0.0,0.787,-0.04,,0.0,0.0,
Conjunto Laboratorial,PMG-60,A,2018-12-10,0.0,0.0,0.004,0.209,2.0,0.0,0.787,-0.06,,0.0,0.0,
Conjunto Laboratorial,PMG-60,B,2018-12-10,0.0,0.0,0.07400000000000001,0.169,2.0,0.0,0.757,-0.17,,0.0,0.0,
Conjunto Laboratorial,PMG-61,A,2018-12-10,0.0,0.0,0.02,0.177,2.0,0.0,0.8029999999999999,-0.06,,0.0,0.0,
Conjunto Laboratorial,PMG-61,B,2018-12-10,0.004,0.004,0.131,0.004,2.0,0.0,0.861,-0.06,,0.0,0.08,
Conjunto Laboratorial,PMG-62,A,2018-12-10,0.0,0.0,0.009000000000000001,0.208,1.0,0.0,0.7829999999999999,-0.05,,0.0,0.0,
Conjunto Laboratorial,PMG-62,B,2018-12-10,0.107,0.117,0.092,0.023,1.0,0.0,0.778,-0.05,,0.0,1.0,
Bloco Inicial (conjunto didático),PMG-01,A,2018-12-10,0.0,0.0,0.004,0.21,2.0,0.0,0.7859999999999999,-0.26,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-01,B,2018-12-10,0.0,0.0,0.005,0.209,2.0,0.0,0.7859999999999999,-0.28,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-02,A,2018-12-10,0.0,0.0,0.005,0.21,3.0,0.0,0.785,-0.03,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-02,B,2018-12-10,0.0,0.0,0.004,0.212,2.0,0.0,0.784,-10.17,A,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-03,A,2018-12-10,0.0,0.0,0.005,0.209,3.0,0.0,0.7859999999999999,0.01,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-03,B,2018-12-10,0.0,0.0,0.005,0.21,3.0,0.0,0.785,-0.07,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-04,A,2018-12-10,0.0,0.0,0.005,0.209,2.0,0.0,0.7859999999999999,-0.02,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-04,B,2018-12-10,0.0,0.0,0.021,0.195,2.0,0.0,0.784,-0.13,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-05,A,2018-12-10,0.0,0.0,0.005,0.212,2.0,0.0,0.7829999999999999,0.04,A,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-05,B,2018-12-10,0.0,0.0,0.004,0.213,2.0,0.0,0.7829999999999999,-0.03,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-06,A,2018-12-10,0.0,0.0,0.018,0.195,3.0,0.0,0.787,-0.03,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-06,B,2018-12-10,0.63,0.63,0.068,0.044,2.0,0.0,0.794,-0.75,,0.0,1.0,
Bloco Inicial (conjunto didático),PMG-07,A,2018-12-10,0.0,0.0,0.023,0.164,3.0,0.0,0.813,-0.04,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-07,B,2018-12-10,0.0,0.0,0.019,0.202,3.0,0.0,0.779,-9.72,A,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-08,A,2018-12-10,0.0,0.0,0.025,0.182,3.0,0.0,0.7929999999999999,0.0,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-08,B,2018-12-10,0.0,0.0,0.012,0.207,2.0,0.0,0.7809999999999999,-0.27,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-09,A,2018-12-10,0.0,0.0,0.021,0.174,2.0,0.0,0.805,-0.06,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-09,B,2018-12-10,0.0,0.0,0.023,0.194,3.0,0.0,0.7829999999999999,-0.42,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-10,A,2018-12-10,0.0,0.0,0.019,0.191,3.0,0.0,0.79,0.0,,0.0,0.0,
